clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,alternative_matches
Excess salt,Excess salt,C5445157,MTH,C5445157,Excessive sulfate salt intake,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C5445156"", ""name"": ""Excessive chloride salt intake"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5238693"", ""name"": ""Excessive Daily Salt Intake"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C3549808"", ""name"": ""Excessive salt in sweat"", ""source"": ""OMIM"", ""score"": 0.5}]"
Exercising the leg,Exercising the leg,C0454367,SNOMEDCT_US,C0454367,Straight leg raising exercise,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0454361"", ""name"": ""Lower limb exercises"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C4024607"", ""name"": ""Exercise-induced leg cramps"", ""source"": ""HPO"", ""score"": 0.5}, {""umls_id"": ""C1863331"", ""name"": ""Leg cramps may occur with exercise"", ""source"": ""OMIM"", ""score"": 0.5}]"
Extracorporeal lithotripsy,Extracorporeal lithotripsy,C3874089,SNOMEDCT_US,C3874089,Extracorporeal lithotripsy system,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0015359"", ""name"": ""Extracorporeal Shockwave Lithotripsy"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C3879807"", ""name"": ""Electromechanical lithotripsy system, extracorporeal"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0401390"", ""name"": ""Extracorporeal shockwave lithotripsy of ureter"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
FACIAL SKIN PROBLEMS,FACIAL SKIN PROBLEMS,UNKNOWN:FACIAL S,UNKNOWN,,FACIAL SKIN PROBLEMS,0.0,Medical Concept,fallback,[]
FDA,FDA,C4329955,MTH,C4329955,FDA Terminology,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1765324"", ""name"": ""FDA 0345"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C1522018"", ""name"": ""FDA 0084"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C1550203"", ""name"": ""FDA K10"", ""source"": ""HL7V3.0"", ""score"": 0.8}]"
FOOT PROBLEMS,FOOT PROBLEMS,C0555980,MTH,C0555980,Foot problem,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1717839"", ""name"": ""Foot problems and care"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C1718151"", ""name"": ""One or more foot problems"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C1717099"", ""name"": ""Foot problems and care:-:Pt:^Patient:Set"", ""source"": ""LNC"", ""score"": 0.8}]"
Fever,Fever,C0015967,MTH,C0015967,Fever,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0424755"", ""name"": ""Fever symptoms (finding)"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0018621"", ""name"": ""Hay fever"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0035436"", ""name"": ""Rheumatic Fever"", ""source"": ""MTH"", ""score"": 0.8}]"
Flea bites,Flea bites,C0417742,MTH,C0417742,Flea bites,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0417750"", ""name"": ""Bite of human flea"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0417751"", ""name"": ""Bite of animal flea"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C1690973"", ""name"": ""Allergic reaction to flea bite"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
Folic acid deficiency anemia,Folic acid deficiency anemia,C0151482,SNOMEDCT_US,C0151482,Megaloblastic anemia due to folate deficiency,0.5,Medical Concept,umls_api,[]
Francisella tularensis,Francisella tularensis,C0016677,MTH,C0016677,Francisella tularensis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0445901"", ""name"": ""Francisella tularensis subsp. tularensis"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C3872639"", ""name"": ""Francisella tularensis tularensis DNA"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C3873237"", ""name"": ""Francisella tularensis tularensis rRNA"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
GASTROENTERITIS,GASTROENTERITIS,C0017160,MTH,C0017160,Gastroenteritis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0152517"", ""name"": ""Viral gastroenteritis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1262481"", ""name"": ""Eosinophilic gastroenteritis"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0277525"", ""name"": ""Infectious gastroenteritis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
GERD,GERD,C5563728,OMIM,C5563728,Gastroesophageal reflux (GERD),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3171957"", ""name"": ""PhenX - gastroesophageal reflux disease (GERD) symptoms protocol 191101:-:Pt:^Patient:-:PhenX"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3166021"", ""name"": ""PhenX measure - gastroesophageal reflux disease (GERD) symptoms"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0017168"", ""name"": ""Gastroesophageal reflux disease"", ""source"": ""MTH"", ""score"": 0.5}]"
Glossitis,Glossitis,C0017675,MTH,C0017675,Glossitis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0017677"", ""name"": ""Glossitis, Benign Migratory"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0858643"", ""name"": ""Acute glossitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1398813"", ""name"": ""Interstitial glossitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
HDL (good) cholesterol level,HDL (good) cholesterol level,UNKNOWN:HDL (GOO,UNKNOWN,,HDL (good) cholesterol level,0.0,Medical Concept,fallback,[]
HDL cholesterol,HDL cholesterol,C0428472,MTH,C0428472,Serum HDL cholesterol measurement,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0202069"", ""name"": ""HDL cholesterol test"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0151691"", ""name"": ""Decreased HDL cholesterol concentration"", ""source"": ""HPO"", ""score"": 0.8}, {""umls_id"": ""C5232237"", ""name"": ""Reduced HDL cholesterol"", ""source"": ""OMIM"", ""score"": 0.8}]"
HEART DISEASE,HEART DISEASE,C0018799,MTH,C0018799,Heart Diseases,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0035439"", ""name"": ""Rheumatic Heart Disease"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0152021"", ""name"": ""Congenital heart disease"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0010068"", ""name"": ""Coronary heart disease"", ""source"": ""MTH"", ""score"": 0.8}]"
HEAVY PERIODS,HEAVY PERIODS,C0025323,MTH,C0025323,Menorrhagia,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0341863"", ""name"": ""Polymenorrhagia"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0699890"", ""name"": ""H/O: menorrhagia"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C1962935"", ""name"": ""Heavy-for-dates infant regardless of gestation period"", ""source"": ""MTH"", ""score"": 0.5}]"
HGSIL,HGSIL,C2830514,ICD10CM,C2830514,High grade squamous intraepithelial lesion on cytologic smear of anus (HGSIL),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2830552"", ""name"": ""High grade squamous intraepithelial lesion on cytologic smear of vagina (HGSIL)"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C2830539"", ""name"": ""High grade squamous intraepithelial lesion on cytologic smear of cervix (HGSIL)"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C1562306"", ""name"": ""Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
HPV,HPV,C4035512,LNC,C4035512,"HPV type 16, HPV type 18, Other HR HPV detected",0.8,Medical Concept,umls_api,"[{""umls_id"": ""C1708287"", ""name"": ""HPV-High Risk"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0021344"", ""name"": ""human papillomavirus"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0343641"", ""name"": ""Human papilloma virus infection"", ""source"": ""MTH"", ""score"": 0.5}]"
Having a mammogram,Having a mammogram,C3875547,SNOMEDCT_US,C3875547,No history of mammogram,0.5,Medical Concept,umls_api,[]
Headache,Headache,C0018681,MTH,C0018681,Headache,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0009088"", ""name"": ""Cluster Headache"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0033893"", ""name"": ""Tension Headache"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0032816"", ""name"": ""Post-Traumatic Headache"", ""source"": ""MTH"", ""score"": 0.8}]"
Hearing aids,Hearing aids,C0018768,MTH,C0018768,Hearing Aids,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C3260386"", ""name"": ""Does the examinee have hearing aids that cannot be removed:Find:Pt:^Patient:Ord:PhenX"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C5984073"", ""name"": ""Hearing Aids & Equipment Service Type"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0554812"", ""name"": ""Hearing aid provision"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
Heart transplant,Heart transplant,C0018823,MTH,C0018823,Heart Transplantation,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2891273"", ""name"": ""Infection of heart transplant"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C1720465"", ""name"": ""Transplant heart (substance)"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0677631"", ""name"": ""heart valve transplant"", ""source"": ""CHV"", ""score"": 0.5}]"
Heatstroke,Heatstroke,C5140994,ICD10CM,C5140994,Exertional heatstroke,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C5140997"", ""name"": ""Exertional heatstroke, sequela"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C5140993"", ""name"": ""Heatstroke and sunstroke, sequela"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C5140998"", ""name"": ""Other heatstroke and sunstroke"", ""source"": ""ICD10CM"", ""score"": 0.8}]"
Hemoglobin A1C test,Hemoglobin A1C test,C5396293,SNOMEDCT_US,C5396293,Hemoglobin A1C test declined,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4274658"", ""name"": ""Hemoglobin A1C test not done"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0474680"", ""name"": ""Hemoglobin A1c measurement"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5979904"", ""name"": ""blood hemoglobin A1C measurement (lab test)"", ""source"": ""MTH"", ""score"": 0.5}]"
Hepatitis A,Hepatitis A,C0019159,MTH,C0019159,Hepatitis A,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0019158"", ""name"": ""Hepatitis"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0042721"", ""name"": ""Viral hepatitis"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0019196"", ""name"": ""Hepatitis C"", ""source"": ""MTH"", ""score"": 0.5}]"
Hepatitis B,Hepatitis B,C0019163,MTH,C0019163,Hepatitis B,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0062525"", ""name"": ""hepatitis B immune globulin"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0019169"", ""name"": ""hepatitis B virus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0062527"", ""name"": ""hepatitis B surface antigen vaccine"", ""source"": ""MTH"", ""score"": 0.8}]"
Hip,Hip,C0019552,MTH,C0019552,Hip structure,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C4299095"", ""name"": ""Lower extremity>Hip"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0019554"", ""name"": ""Hip Dislocation"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0019557"", ""name"": ""Hip Fractures"", ""source"": ""MTH"", ""score"": 0.8}]"
Hodgkin's disease,[Event: Hodgkin's disease],C0019829,MTH,C0019829,Hodgkin Disease,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C5830348"", ""name"": ""EBV-positive Hodgkin disease"", ""source"": ""OMIM"", ""score"": 0.5}, {""umls_id"": ""C1839076"", ""name"": ""Hodgkin Disease, Y-Linked Pseudoautosomal"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C1846167"", ""name"": ""Hodgkin disease, X-linked pseudoautosomal"", ""source"": ""MSH"", ""score"": 0.5}]"
INDIGESTION,INDIGESTION,C0235304,MDR,C0235304,Acid indigestion,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0426634"", ""name"": ""No indigestion"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0426633"", ""name"": ""indigestion symptoms"", ""source"": ""CHV"", ""score"": 0.8}, {""umls_id"": ""C4288985"", ""name"": ""Have Indigestion Question"", ""source"": ""NCI"", ""score"": 0.8}]"
INTESTINAL OBSTRUCTION,INTESTINAL OBSTRUCTION,C0021843,MTH,C0021843,Intestinal Obstruction,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0494809"", ""name"": ""Postoperative intestinal obstruction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0400841"", ""name"": ""Subacute intestinal obstruction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0021847"", ""name"": ""Intestinal Pseudo-Obstruction"", ""source"": ""MTH"", ""score"": 0.5}]"
IRON DEFICIENCY ANEMIA,IRON DEFICIENCY ANEMIA,C0162316,MTH,C0162316,Iron deficiency anemia,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0085576"", ""name"": ""Iron-Refractory Iron Deficiency Anemia"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C5879677"", ""name"": ""Postpartum iron deficiency anemia"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C5547347"", ""name"": ""Hereditary iron deficiency anemia"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
IUD,IUD,C0221718,MDR,C0221718,IUD embedded,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0522157"", ""name"": ""Pregnancy with IUD"", ""source"": ""MDR"", ""score"": 0.8}, {""umls_id"": ""C3653276"", ""name"": ""plastic IUD"", ""source"": ""ATC"", ""score"": 0.8}, {""umls_id"": ""C4489411"", ""name"": ""IUD unspecified"", ""source"": ""LNC"", ""score"": 0.8}]"
ILEUS,ILEUS,C1258215,MTH,C1258215,Ileus,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C2939175"", ""name"": ""Meconium ileus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0030446"", ""name"": ""Paralytic Ileus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0156156"", ""name"": ""Gallstone ileus"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
Impaired memory,Impaired memory,C4025672,HPO,C4025672,Impaired memory B cell generation,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0233794"", ""name"": ""Memory impairment"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C4747881"", ""name"": ""Impaired nonverbal memory"", ""source"": ""OMIM"", ""score"": 0.5}, {""umls_id"": ""C3553967"", ""name"": ""Impaired B cell memory cells"", ""source"": ""OMIM"", ""score"": 0.5}]"
Increased pressure in the lungs,[Event: Increased pressure in the lungs],C2973725,MTH,C2973725,Pulmonary arterial hypertension,0.5,Medical Concept,umls_api,[]
Increasing Circulation,Increasing Circulation,C0020461,MTH,C0020461,Increased circulating potassium concentration,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0020428"", ""name"": ""Hyperaldosteronism"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C5539612"", ""name"": ""Increased circulating apolipoprotein circulation"", ""source"": ""HPO"", ""score"": 0.5}, {""umls_id"": ""C0232348"", ""name"": ""Increased collateral circulation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
Indigestion,Indigestion,C0235304,MDR,C0235304,Acid indigestion,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0426634"", ""name"": ""No indigestion"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0426633"", ""name"": ""indigestion symptoms"", ""source"": ""CHV"", ""score"": 0.8}, {""umls_id"": ""C4288985"", ""name"": ""Have Indigestion Question"", ""source"": ""NCI"", ""score"": 0.8}]"
Insulin,Insulin,C0021641,MTH,C0021641,Insulin,1.0,Pharmacologic Substance,umls_api,"[{""umls_id"": ""C1533581"", ""name"": ""Therapeutic Insulin"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1579433"", ""name"": ""Insulin [EPC]"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0293359"", ""name"": ""insulin lispro"", ""source"": ""MTH"", ""score"": 0.8}]"
Iron,Iron,C0302583,MTH,C0302583,iron,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0162316"", ""name"": ""Iron deficiency anemia"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0060241"", ""name"": ""iron sucrose"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0240066"", ""name"": ""Iron deficiency"", ""source"": ""MTH"", ""score"": 0.8}]"
Klinefelter syndrome,Klinefelter syndrome,C0022735,MTH,C0022735,Klinefelter Syndrome,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0543754"", ""name"": ""Klinefelter Syndrome, Variants"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0432474"", ""name"": ""Klinefelter's syndrome - male with more than two X chromosomes"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0391819"", ""name"": ""Klinefelter's syndrome, XXYY"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
LDL (bad) cholesterol level,LDL (bad) cholesterol level,UNKNOWN:LDL (BAD,UNKNOWN,,LDL (bad) cholesterol level,0.0,Medical Concept,fallback,[]
LDL cholesterol,LDL cholesterol,C0023824,MTH,C0023824,LDL Cholesterol Lipoproteins,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0428474"", ""name"": ""Serum LDL cholesterol measurement"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3808305"", ""name"": ""Decreased LDL cholesterol"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C3807409"", ""name"": ""Low LDL cholesterol"", ""source"": ""OMIM"", ""score"": 0.8}]"
LGSIL,LGSIL,C2830513,ICD10CM,C2830513,Low grade squamous intraepithelial lesion on cytologic smear of anus (LGSIL),0.8,Medical Concept,umls_api,"[{""umls_id"": ""C2830538"", ""name"": ""Low grade squamous intraepithelial lesion on cytologic smear of cervix (LGSIL)"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C2830551"", ""name"": ""Low grade squamous intraepithelial lesion on cytologic smear of vagina (LGSIL)"", ""source"": ""ICD10CM"", ""score"": 0.8}, {""umls_id"": ""C1562303"", ""name"": ""Cervicovaginal cytology: Low grade squamous intraepithelial lesion"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
Labyrinthitis,[Event: Labyrinthitis],C0022893,MTH,C0022893,Labyrinthitis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0155508"", ""name"": ""Viral labyrinthitis"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0155505"", ""name"": ""Circumscribed labyrinthitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0155506"", ""name"": ""Suppurative labyrinthitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
Liposuction,Liposuction,C3877549,SNOMEDCT_US,C3877549,Liposuction system,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0411354"", ""name"": ""Abdominoplasty and liposuction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0473889"", ""name"": ""Liposuction removal of hematoma"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0038640"", ""name"": ""Suction Lipectomy"", ""source"": ""MTH"", ""score"": 0.5}]"
Looped,Looped,C2952803,FMA,C2952803,Short-looped nephron,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C2950064"", ""name"": ""Long-looped nephron"", ""source"": ""FMA"", ""score"": 0.8}, {""umls_id"": ""C4230531"", ""name"": ""Dextro-looped TGA"", ""source"": ""OMIM"", ""score"": 0.8}, {""umls_id"": ""C2953828"", ""name"": ""Renal corpuscle of long-looped nephron"", ""source"": ""FMA"", ""score"": 0.8}]"
MRI,MRI,C0917711,MTH,C0917711,MRI Scans,0.8,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0412721"", ""name"": ""MRI arthrography"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0024485"", ""name"": ""Magnetic Resonance Imaging"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0376248"", ""name"": ""Maori Language"", ""source"": ""MTH"", ""score"": 0.5}]"
Measles,Measles,C0025007,MTH,C0025007,Measles,1.0,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0025010"", ""name"": ""Measles Vaccine"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0025011"", ""name"": ""Measles virus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0042201"", ""name"": ""Measles vaccination"", ""source"": ""MTH"", ""score"": 0.8}]"
Ileus,[Event: Ileus],C1258215,MTH,C1258215,Ileus,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0030446"", ""name"": ""Paralytic Ileus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C2939175"", ""name"": ""Meconium ileus"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0156156"", ""name"": ""Gallstone ileus"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
Methylphenidate,Methylphenidate,C0025810,MTH,C0025810,methylphenidate,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0700545"", ""name"": ""methylphenidate hydrochloride"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0524188"", ""name"": ""Methylphenidate measurement"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3217791"", ""name"": ""methylphenidate Pill"", ""source"": ""RXNORM"", ""score"": 0.8}]"
